22   ,看得我稀里哗啦，太感人了。中国人还是大爱的多，愿世人远离疾病???
23   ,真心的好看，很感人，看哭了，还是很值得的
24   ,很棒，很感人！
25   ,我看过的最好的电影，没有之一
26   ,好看，看开始前的文字是真实事件改变，几年前看过这个新闻，奔着徐峥来的，比之前的纯喜剧好看太多了，也开始反应现实社会了
27   ,笑没怎么笑，哭了大概一个小时吧
28   ,好！！！！！！！
29   ,来泼一盆凉水，这真的没有到神作的水平。当然这不是说它拍的不好，八分对我来说已经是可以二刷三刷的水平了。实际上，这样的题材，敢碰就是胜利，只要合格地完成了，就可以算是一部里程碑式的作品。但从全片来看，除了程勇再次去印度刚好在喷烟雾，然后镜头给过几个佛像的片段外，没有什么出彩，令人印象深刻的用镜和剪辑了。的确它感人，它让人反省，它让人很有去改变现实的冲动，但带来这一切的故事本身，而不是电影语言。对比起近来的侏罗纪世界2里面好几个值得载入影史的绝妙镜头，还有相似类型亲爱的里面的几个小设计和剪辑，我不是药神的电影语言，其实没那么到位，导演的功力，一比就知。真的，撇开故事，相比之下亲爱的就是大师之作。
30   ,非常好看
31   ,电影挺好的，不过反映的是几年前的现实，有种马后炮的感觉。没有传说的那么牛逼，不过这算是一种进步，向啊三的电影靠齐，还需要努力吧。
32   ,值得去看 难得好片
33   ,拍得非常好，深刻的反应了很现实的社会问题。只不过因为职业原因，看了心里很难受
34   ,太好看了哭的稀里哗啦
35   ,看完才知道自己哭点这么低啊，非常感人，希望国家医疗改革能够让普通民众看得起病看的好病，能把更多的救命药纳入医保体系~
36   ,良心巨作！很好
37   ,写实。虽然能猜到剧情 但还是忍不住跟着感动
38   ,不错很不错不错哦
39   ,很正能量的片子 看的很是感动 ?
40   ,现在的社会还有人是这样的吗？恨的牙痒痒，好感动
41   ,"首先取材很好，故事情节深入人心，后面的减刑和内心想法一致，
电影确实很不错，"
42   ,唯一一部满分，没理由差评的电影
43   ,讨厌！！骗眼泪的，我是男人耶
44   ,超级烂片！！！明显是水军刷出来的分数
45   ,国产良心电影
46   ,支持山争哥哥
47   ,太有爱了！大爱无疆
48   ,哭了很多次 真的是好电影
49   ,世界上没有绝对的好人坏人和好事坏事，挺感人的电影
50   ,不错不错挺有教育意义的
51   ,很棒，写实，身边妹子哭的稀里哗啦的。希望以后中国电影越来越好。
52   ,看完蛮感动的，白血病病人那么拼命地想活下去，推进医疗改革的发展，觉得很有现实意义
53   ,没理由不给满分啊
54   ,不错的片子，推荐6666
55   ,反正我一大老爷们看哭了
56   ,很有感触   接近社会
57   ,看完虐心，有看完电视剧《风筝》的感觉，个别小配角有重叠
58   ,我得这病三年了，吃正版药四万块一瓶，房子吃没了，儿女吃穷了。警察同志，你们现在查的印度药才五百块一瓶，求求你们别再查了。我不想死，我想活着。——如果你认为徐峥演的是喜剧，建议不用去看了。因为，会刺痛你的内心。
59   ,真实自然，把控不错?，值得一看，中国电影的一大进步
60   ,泪点低的姑娘不要一个人看呀，哭的时候可没人递纸巾呀！
61   ,非常非常值得看
62   ,真心好看，把社会写的很现实，到后面一直在哭！世上还是好人多！
63   ,超级好看，超级感人～正能量，支持?
64   ,良心之作，哭的稀里哗啦
65   ,我哭了！！！
66   ,好看感人励志
67   ,为了徐峥来看的，很棒，超喜欢他，这部电影也没有辜负我的希望，看到最后，特别感动，看了有很多感悟，教育人很重要，即使是好心，但也要走正道，很好，很好。
68   ,挺好的电影，看完感触挺多的
69   ,两个男生哭的稀里哗啦，女生更不用说，因为专业相关所以去看了，挺好。
70   ,特别好的电影，感动，看哭了
71   ,还好，只用了半包纸巾！
72   ,犯法的但不一定是坏蛋！
73   ,这真的是喜剧嘛
74   ,不负9.7高分盛名，剧情改编真实事件，看到泪目是因为看到生老病死，特别真实就像剧中奶奶说的，你能保证一辈子不生病吗？但是当个人和家庭面对死亡，疾病所出现的绝望和负担，又让人无奈与虐心。人走到法律的底线，是因为已被生活逼到墙角，一部国产良心剧，非常值得入电影院支持。
75   ,近几年看的最好的电影，绝对有心！演技爆棚！
76   ,不错不错不错不错
77   ,哭的不行………… 这哪里是喜剧嘛！必须十分支持！
78   ,真的很棒！笑点和眼泪齐飞～人物情节都很饱满，喜欢那个卖药的小团队，每个人都有自己的故事，自己的个性，但是他们都有着同样的善良，同样的正义感，赞！！！
79   ,推荐大家去看
80   ,挺现实的却是挺感人的，真心希望好人一生平安
81   ,徐峥的电影！
82   ,不多说了，快去看
83   ,当下国产电影的良心之作，比晓明哥那个强太多了……
84   ,好看，好笑，感人。
85   ,超级好看！！！！强烈推荐
86   ,特别喜欢。好看。有感动有笑点
87   ,细节表达完美，国产片中少有的好作品
88   ,片子不错，看到白血病人那种惨状眼泪情不自禁的流下了，不知道是年纪大了的缘故还是心理太脆弱，见不得病人束手无措
89   ,今天看了，真的很好！真的拍的很好！
90   ,真心推荐，真的感人，演了真棒，给你一个赞徐峥，真的没想演喜剧这么棒，演这个我不是药神也棒，真的想不到。赞赞赞赞赞。
91   ,影片内容演绎的很精彩，故事结构也很好，感动人的那几个点也很真实。搞笑的地方很搞笑，感人的地方泪点很真实。
92   ,感动的我都哭了，徐峥喜剧已经很厉害了，没想到这样的演的更好
93   ,很感动的一部电影，徐峥演技很赞，帅警官演技不看好，尤其声音应该修饰一下，最后的结束曲很喜欢
94   ,值得一看！感人
95   ,非常好看，很深刻，拍的很细腻，细节突出，情感丰富，让人融入电影中
96   ,看哭了几次，很不错的一部片子
97   ,很不错的哦！
98   ,好看的好看的
99   ,上午买的票25块钱，下午就变成了19.9，还没有人工客服可以联系。
100  ,徐峥的电影就不要再多说了，看过的人都说好！
101  ,算是国产片中不错的了，明白导演把时间为何设置在2000左右，毕竟有些事情还是在体制内。不过对于国战片来说呈现的很不错，对慢粒白血病有了深刻的认识，谁家没有个病人，谁不吃药，但是天价药谁又能吃得起，这种生机中的绝望更可怕。演员们都给力，徐峥又一次完美发挥，王传君突破关谷神奇演技真好，黄毛也不错，老太太说想活的时候真的令人动容，全片看哭了好几次。
102  ,今年我看到现在最好的电影了
103  ,想不到中国也能拍出这么直击人心和社会现实的电影了
104  ,牛逼，真的牛逼
105  ,真的好看，最后泪点爆炸，强烈推荐！
106  ,很不错的电影，看哭了
107  ,世界上只有一种病 穷病 这部片子比上一部《幕后玩家》要好很多  各方面比较到位  但豆瓣给出9分有些过了
108  ,好看！好几次差点流泪
109  ,"这是一部难得的，引人深思的，国产电影。
理与法，
人性与制度，
良知与金钱，
对科技研发者利益的保护与对底层刚需受众的维护。
维持平衡的支点在哪里？
引导良性循环的轨道如何铺设？
——难。
但正因为“难”，才是精英阶层应负的责任。

作为一个依然怀有浪漫主义情节的“中年”人士，我觉得它是一部“男默女泪”的电影作品。
当然，太过年轻的人们可能体会不到。
但它确实真实的反映了大多数人不曾接触到的社会的另一面。

去看看吧，掏钱支持这部国产电影。
我们需要科技兴邦，需要完善法制社会的人性化建设，同样也需要支持这类优秀作品的创作?"
110  ,必须满分，国产片的崛起
111  ,完美，完美，完美
112  ,值得看的一部电影！
113  ,你感受过全场安静，所有人默默擦眼泪的场么。
114  ,特别好看，感谢徐铮
115  ,非常值得去电影院看一下，好电影点赞
116  ,好看，全程无尿点，看完真的思绪颇多，虽然法大于情，违法之事是要严惩，但是最后提前出狱也正是说明了法律不外乎人情。今年进口抗癌药实行零关税，就像电影里说的，会越来越好。
117  ,好看好看好看
118  ,太走心了，徐峥演的太好了！！
119  ,看的感人，比什么美国大片好多了
120  ,关注于弱势的患者，将药企描述成最大的反派，这是我对这部电影最大的不赞同，药企与患者可能有矛盾，但绝对不是斗争关系，打着正义的旗号，侵犯别人的合法利益，下一个神药，可能就扼杀于资金不足
121  ,好看 感动 真的很好看
122  ,地狱空荡荡，恶魔在人间  值得观看
123  ,这不是大片，是一部值得花100都不嫌多的现象级好片。
124  ,国家的政策改变人们的生活   但是也需要大家去推动政策的发展。感谢这部电影
125  ,情节简单但是好看
126  ,这片子拍的有脑子有温度有情怀
127  ,电影很好看，值得推荐！但是，但是，但是别去阳光新天地的万达影城去看！30多度不开空调，热出一身汗！工作人员也不管！必需吐槽！
128  ,影片有些许槽点，但瑕不掩瑜十分，作为一名白血病患者曾经的朋友，真挚感激每一位“药神”。不过近年国家大兴医改让更多类似病人看得起病、活得了命，逐渐真正地从根本杜绝了“药神”出现，但大量的医药暴利仍然存在，借勇哥那句话：“希望这一天早点到来吧”
129  ,有深度的电影
130  ,过程很感人，结局也很完美，值得一看！
131  ,好看，哭的稀里哗啦的
132  ,中国有太多人是看不上像这种病滴……现在医院人比菜场人还多的多……哎……
133  ,反映现实问题，演员们的演技都非常好，但我个人不太喜欢。但是还是希望多一些这样的写实电影出现
134  ,良心剧～～～
135  ,好看，最后眼泪出来了
136  ,反应现实的电影，很好，推荐
137  ,因为做好事吃了三年牢饭
138  ,良心佳作，看到了人性，小人物的蜕变！
139  ,故事情节真实流畅，流泪2次，在生与死之前，其他都不值一提。希望以后多一点这种社会现实题材的电影，少一点华丽浮夸的。
140  ,推荐，非常好看
141  ,觉得不错，心有感悟
142  ,做人得讲良心，行善积德
143  ,好感人，真的很暖
144  ,良心作品!这世界上只有一种病:穷病.
145  ,"@！@！
拍的不错，题材也好，剧情不错，演员都很出彩…"
146  ,这才是感人片
147  ,给你九分怕你骄傲，很好值得看
148  ,非常好看 强烈推荐
149  ,"宁浩徐峥,品质保证"
150  ,题材很好的一部电影?
151  ,真是太感人了，剧情很有矛盾。为那些人点赞（?ò ? ó?）。关爱白血病人，事关你我他！
152  ,哭得我稀里哗啦，希望家里没人病人
153  ,"“If God really exists,where is GOD—-when the people are suffering and the Demon doing evil in daylight?!”If no positive response from God, someone will make it in some ways!"
154  ,感人 心酸 纪实片！喜剧成分少。结尾体现了法不容情，法律面前人人平等的精神。
155  ,挺不错，可以去看，我看了想哭
156  ,好看的哭。今年最好的一部电影。
157  ,最后泪点满满啊
158  ,深刻反应了看病难吃药贵的社会现实，挺好看的
159  ,还不错，请备好纸巾
160  ,就四个字“值了，好看”。
161  ,真的很好看  后面哭成个泪人
162  ,看到后来其实内心很难受 可是现实只会更加残酷心塞
163  ,本来想写很多，怕你们没耐心看，就说一句吧，快去看吧。。。值
164  ,感动阿！   反应了中国药品行业的垄断。暴利
165  ,瞬间爆炸！我哭了
166  ,很不错的片子！
167  ,有笑点有泪点
168  ,片子拍的很不错，里面很多地方很感人
169  ,炒鸡正能量，真实故事
170  ,搞笑，感动，带女朋友看的，女朋友喜欢
171  ,今年最好看的电影
172  ,"泪崩，dying to survive,努力活着"
173  ,演员 剧情 题材 都是满分
174  ,唉………………
175  ,非常不错的电影
176  ,超级好看，有笑点也有泪点，最后哭了好几次
177  ,一部有真实感动人心的题材，王峥的电影越来越值得观看。
178  ,正能量 ???值得一看
179  ,真不错，反映现实，整个便宜都很窝心。最后结局还可以，毕竟祖国强大了
180  ,内容比较现实，看完觉得很让人深思…
181  ,一开始搞笑，最后泪奔
182  ,良心之作品，为创作和表演团队点赞。
183  ,各种经历让程勇心地善良的一面越发呈现出来，各种暖心仗义的举动，成了不少观众的哭点。而徐峥在搞笑和催泪两个方面游走自如，程勇这个角色，被他塑造得有血有肉。“老艺人”的表演功力，被观众真切感受到。
184  ,真的很值得看，那个药贩说的，穷病难治。如果患者生命需要那么高昂的药费去维系，一般人能熬多久，生病的人想着我不想死，但是我该怎么活，我的家人该怎么活，很想说王传君把这种小人物的无奈演活了。
185  ,感人至深，引人深思
186  ,第一次来给电影打分评价 喜欢
187  ,太现实太感人了！！！！
188  ,片中主角和配角的性格和生活处境都展现的淋漓尽致，国产也并不都是烂片，王传君那几声销魂的叫声触动人心
189  ,看哭了，就这么简单。
190  ,劫道儿的，卖药的，法律还是人情？确实近年来少有的良心作品！
191  ,"用“现象级”评价《我不是药神》，我觉得不为过。中国人民等待现实主义电影许久了，三四年前的《亲爱的》初具雏形，而这一次，从《亲爱的》聚焦于“话题”终于发育到《药神》直面“问题”。
我的哭点集中于患者表现出的那种生命力和求生欲。吕受益接受治疗时痛苦的嘶吼、发作时沉重的喘息、化疗时绝望的眼神、看到酣眠的儿子眼里流露出的温情；吕的妻子平静而又蕴蓄着无限力量的那句“什么治疗我都接受”；老奶奶颤抖着说出“我想活着”；思慧电脑桌面上重叠着的无数病友群对话框；网络那头无数戴着口罩的患者眼里热切的期待...都太富有感染力了。
像片尾展示的120位联名上书的美国医生，任何事情，都会有敢于吃螃蟹的人。
未来可期。"
192  ,非常感人，跟家人去的。哭声一片
193  ,情节感人，愿穷人能吃得起药
194  ,非常棒的影片，在搞笑和感动中真实反映了社会存在的问题，中国电影，这才是正确的打开方式，为影片点赞!!!
195  ,真的很值得观看 没有流量明星 但连群演表现得都很真 很走心 没有特别刻意的东西 稳稳的 但把人都吸引进去了 出了电影院发现大家的眼圈基本都是红红的
196  ,很不错的电影，值得给满分
197  ,真实 朴实 感人，震撼人心，剧场的笑声和抽泣声就是最好的证明
198  ,乱世用重典，依法治国，法大于情无可厚非。但在如今和平年代，情还是要看法的脸色来行事，舆论压力也只是压力，而并不能决定什么，否则的话也不至于当初的南京彭宇案一样了。就像徐峥饰演的程勇一样，上帝说救人一命胜造七级浮屠，这样的程勇救了多少人都数不清了。是冒着搭上身家性命的危险来做的，初中辍学的小黄毛为此更是送了命，也许他没读多少书，但是却在用命诠释义之所至生死相随这句话。天下熙熙，皆为利来；天下攘攘，皆为利往。倒贴钱在做着送命的事，普天之下，怕就只此一家。
199  ,特别感人，反应了中国的国情变化，为更多人带来了希望！
200  ,吐血推荐，年度最佳
201  ,还行吧，前面30分钟太拖沓，矛盾关键表现力稍微差一点，可能和国内审核制度有关吧，有些地方拍的畏手畏脚，精彩的冲突表现不是很好，主要是看了大家都说好才去看，只是和期望中的好电影确实有点差距，不过这种题材很新颖。思路和辩护人很像，相比之下就差的比较远了
202  ,很真实，很感人！
203  ,整个世界都值得看看这部片子。
204  ,特好看，揭露社会现实。很真实的一场电影。。
205  ,看哭了 太好看了
206  ,"正能量
药品行业太污了"
207  ,演员个个演技在线，故事感人发人深思，不错的电影
208  ,非常值得看的影片，中国的医改还是让老百姓看不起病。
209  ,这是一部表现中国民生乱象的电影，而且非常感人！需要支持！
210  ,卖良心的药。如今的药特别昂贵，没有这样保命的药，时间就颠覆乱了
211  ,超级好看，很有深度
212  ,值得二刷！！
213  ,难得一看的国产好片
214  ,能治病的假药能称为假药吗，那些整天打着放心良心药的厂家应该好好反思一下，钱是应该赚，但是天价的药又有几个能吃的起。
215  ,年度华语片！年度华语片！预告看不出什么的，真的很喜欢这种真实的电影，就是真实，才足够震撼
216  ,"很多方面都很引人深思.   珍惜生命. 努力活着??身体健康比什么都好 你嗤之以鼻的 是多少人求之不得的
年度好片  值得满分！
感谢导演能站出来拍这样一部片子
珍惜生命??
哭的稀里哗啦的，说实话 一直有抑郁症 来看电影的前一天我还在思考如何一个不痛的死法
但是今天，真的哭的震撼心灵. 有那么多人 倾家荡产 承受着生理和心理的痛苦都拼了命的想要活下去 .我好好的为什么不珍惜生命啊  看完电影.只想好好活着. 用最大的善意对这个世界 对每一个人。"
217  ,有趣又有意义，良心制作?
218  ,良心制作，感人，少有的中国这样电影，主要用心去做 一定就会有好的回报，希望我们的国家可以再快一点改变，无论国家怎么强大 人民的生命是最重要 千万别再让无辜平民受伤害
219  ,真的非常好，细节很精致
220  ,影片拍摄的水准很高，演员们演技也很棒，电影剧情和所反映的社会现象也非常有深度，特别好的一部电影，强烈推荐给大家，希望在电影届闹得沸沸扬扬的时候，这部剧能出淤泥而不染，让国人观众能看到中国电影的发展的强劲势头，为中国电影加油！
221  ,眼泪和欢笑齐飞，太经典了！
222  ,活下去的希望。
223  ,没法打9.5。真的不错，前半段还有点喜剧成分，后半段真是催人泪下。病人真的可怜，可恶的资本家
224  ,看后真的被里面演员的精湛演技折服了，好几场内心戏看的都快哭了，
225  ,良心片，真的，就这么多。
226  ,好好看，看的我好感动，眼点低，从头开始哭?
227  ,希望二部拍《我不是股神》
228  ,一星都不想给！电影放十分钟就“熄火了”霸王条款不退钱只准改签！闹了很久才答应退款！
229  ,非常好看，感动，平凡人的伟大！
230  ,很感人，也很有社会责任感。演员的演技也很细节，今年国产最好的片子不过分吧。
231  ,感觉我不是药神这个就是笑点很普通，却真的有意思，哭点很平凡，却真的感人，推荐推荐
232  ,很好看的电影，真的很感人，徐铮的演技真的很棒，这个题材真的很真实很现实，好人平安一生
233  ,我是学摄影的 我几乎看电影都会去猜剧情 这部电影不会让你去想剧情 太好看了
234  ,影片挺好的，剧情挺感人的，值得一看，
235  ,之前一直不喜欢看国产电影 感觉没啥内容  今天看了这个  感觉  国产电影终于也上升层面了  点赞电影里面的演员们  点赞年轻的导演????
236  ,男儿有泪不轻弹只是未到伤心处，我妈说的！
237  ,只有一个字:看！快去！
238  ,不错。值的观看
239  ,好看极了，，！
240  ,不错，国产高分电影
241  ,必须是10分！
242  ,超好看，很有意义的一部片，很感人
243  ,这还是国产电影么 在电影院看过最好的国产电影
244  ,拍得很不错！
245  ,很感人的一部影片
246  ,"难得的良心作品
"
247  ,戳到泪点。感谢所有演员的精彩演出。深入人心好电影！
248  ,这部电影真实，好看，笑中带泪，看完后心酸
249  ,很好很好！有意义的电影！
250  ,请至少输入六个文字
251  ,今年最好的一部国产电影，值得二刷三刷
252  ,可以，忍住感动
253  ,看的感觉悲壮 悲哀...
254  ,电影有血有肉，人物刻画真的不错，把微观人员眼神拍的真好，最后再放大到全部人物！近期非常好的作品！
255  ,好作品，一定支持！！！
256  ,真的是不错  欢笑中引沉思  不仅仅是医疗体系  好多系统都存在垄断  暴利  价格不科学的问题
257  ,感觉不错咳咳
258  ,"第一次留言。
值得看。
难得中国能出这样有思想的电影。"
259  ,好看的不得了
260  ,特别好！！！反应现状，对徐峥另眼相看！！
261  ,我的泪点在这部电影中非常低，也许家里也有老人吧，感同身受，看病难啊看病贵啊，感谢国家降了药费，真的
262  ,非常精彩，整个剧情带给我们最多的还是人性于感动。
263  ,每一个不合理体制的改变，都需要勇者不怕死亡去推进，而中国这个庞大的巨龙，自始至终都是需要血的教训才能醒来！愿天下人身体健康！愿世人多些爱心！
264  ,扎心的作品，想看喜剧的不推荐去看 ，但是真的动情！
265  ,看过之后，有种特别的感动。真的是一部好剧，引起人们深深的思考，“药神”确实存在，就在人们心中。
266  ,电影根据真实事件改编，很感人，也写出了现实中国这个国情，没有批文的就认定是假药，法与情之间的矛盾，很喜欢徐铮的电影
267  ,剖析的不够更彻底，可能是为了审核，但很感动，笑带着哭，哭带着感动
268  ,很真实，催泪神作
269  ,挺好看的。。。
270  ,很写实，感人！最后哭了！
271  ,这是一部绝对不应该被吐槽的片子
272  ,真的好看的，哭的我眼睛都肿了
273  ,特别好看，绝了
274  ,不喜欢  感觉不到
275  ,治不起病是现下社会最普遍的一种现象，希望国家的医疗制度越来越完善，让更多人能看得起病
276  ,中国需要反映现实的电影，不是一片和谐
277  ,现实主义题材。主题好，反映现实问题，贴近大众生活，弘扬社会正义！
278  ,很感动的电影
279  ,真实故事改变，描写了社会现实，触动了中国家庭现状，感人，发人深思的一部好电影！不过像印度电影一样，还能更煽情一点，希望中国多些有责任感的电影。
280  ,有搞笑   有意义   有深度   今年最好电影
281  ,徐峥演技爆炸，群像演员都塑造出色。。。中国电影有希望了。敢碰这么敏感的话题了。。。???
282  ,很不错，的方法
283  ,今年最好滴电影，没有之一，
284  ,超好看的国产片
285  ,很好看！很久没看到这么好的电影了?
286  ,非常不错，值得看?
287  ,很值得一看的电影
288  ,很感人，以为是喜剧，但是有泪点
289  ,真的又搞笑又感动！最后他已经不是为了赚钱！真的很感人！法律应该严惩恶人！
290  ,年度观影最佳之一
291  ,好看，反应社会现实！后面比较感动，真的不符合法律也是假的，这就是现实！
292  ,真实，值得一看
293  ,眼泪在眼睛里直打转转。
294  ,良心佳作！看吧！
295  ,每个人健康完整的活着，就比很多人幸福。
296  ,这个电影的特点就是两个字，感动！
297  ,好！！！！！！
298  ,满满的泪点…
299  ,爱上了山争哥哥 哈哈哈哈哈！片子超赞！是真的感动
300  ,不错，良心剧
301  ,直击现实，把稳问题暴露出来更好！
302  ,良心电影！！！
303  ,正能量，感动了
304  ,近几年来少有的国产佳作，所有演员演技在线，最后看哭了。
305  ,患者的无可奈何，盈利者人性的善良，很多无奈，还是希望国家能更多的考虑弱者的处境，还社会本来的美好
306  ,很好看的  推荐
307  ,梦想照进现实
308  ,满分神作，年度最佳。
309  ,刚刚看完，确实不错。笑着进场，哭着出场。
310  ,太好看了，很感动
311  ,昨天看的，现在还在回味。好看，有笑料，有深度，差点没忍住泪水。有些所谓的名导应该羞愧吧，事实再次证明用RMB投票的观众不是垃圾，拍烂片糊弄观众的导演才是垃圾。
312  ,生命 金钱 离别
313  ,不错，非常感人
314  ,太感人了！纸巾不够用啊！！
315  ,深刻，沉重但又带给人坚持活下去的希望?其他演员演技不必说，尤其点赞王传君，忘不了他临终前望向妻子幼儿的那目光，令人心痛?
316  ,不错的电影。
317  ,这种片子，能拍出来，是国家体制的进步，也是电影人的胜利
318  ,挺好看的可以看看
319  ,这部电影反应了现实生活的平凡大众所处的环境，药本来就是生产了用来救人的，怎么就成了药厂的挣钱方式了？悲哀啊。。
320  ,国产电影还是有精品的
321  ,很好看挑不出毛病
322  ,近十年最赞的一部剧情片！…
323  ,非常写实的题材，必须看
324  ,前有笑～后有泪～感动
325  ,很好看，看得我这揪心啊！
326  ,真实。。。感人！强烈推荐！
327  ,麻烦叫去看达拉斯的死远一点好吗，懂不懂根据真实故事改编，所以外国拍个上厕所的片段，以后国产电影都不允许上厕所了？拍个买药题材内容是赌神就不会被说抄袭了是吧？你觉得抄袭那你让外国人来提起诉讼啊，外国人不是最注重版权么。安安静静的看个片不行吗
328  ,反应现实，特别好！
329  ,家里有同样的病人，不用过多解释
330  ,无话可说，千言万语。
331  ,还可以，还可以。。。。？？
332  ,真的非常好看，强烈推荐去看一下
333  ,有看点，有笑点，有泪点。
334  ,太好看了   完全没有尿点
335  ,泪奔了，好剧
336  ,非常好的一部电影 满分 徐峥导演 好导演 中国电影有未来 看的 眼泪止不住 好电影
337  ,良心推荐，虽然是十多年前的故事改编，现在看依然感人至深，哭了大半程…
338  ,讲真 2018最值得看的电影没有之一   感悟很多 人物刻画都很深刻 本来是抱着打发时间的心情去看的 最后收获很多 很难得的电影了
339  ,正能量，三观很正
340  ,看的很心酸的
341  ,这世界上只有一种病，那就是穷病?
342  ,非常好，徐峥的片子我必看，主题好，演员演技精湛
343  ,反应了中国的一些现状。
344  ,很棒，拿命推荐
345  ,这个片会唤起很多人的良知！建议都去看一下
346  ,真心不错，良心之作?推荐?
347  ,挺好的，有笑点有泪点。黄毛好可惜，唉:-(
348  ,撮合，不是我喜欢的
349  ,王传君，牛逼
350  ,特别感人，有内容，值得一看！！！
351  ,你不是药神，但你是救星?
352  ,应该能获奖把？
353  ,非常有深意的电影！佳作！推荐！
354  ,感动。。。拍的很真实。 徐峥的电影一如既往地优秀。。。
355  ,很感动，也很无奈……剧情很符合目前中国医疗现状……值得令人深思。
356  ,最终法依然大于情，我是个凡人也是俗人，我只希望中国人不要再继续做些中国人害死中国人的事情！希望我的国强大起来！
357  ,挺好看的电影，难得
358  ,为徐峥点赞，人性在当今社会里的可贵
359  ,很感人，人性总是有光辉一面.
360  ,健康活着真好
361  ,第一次写影评，国产片中数一数二的好片，不是很大场面，但是震撼了人心，关于医疗的国情很深刻的反映了出来，值了！
362  ,真的很好看，开头搞笑，后面感人。很真实，很接近生活，我左边的那个女生看到哭得稀里糊涂。。
363  ,看完之后，我不能理解的是印度格列宁到底是假药，仿冒产品，还是好药，可是为什么不能出口到中国
364  ,"真的不错，王传君很优秀
我喜欢程勇推开思慧出门时思慧嘴角那一抹笑容"
365  ,好看现实催泪，啥都有
366  ,这是真实案例改编的纯正国产佳作
367  ,会让人感触，感动，也让我们看到越来越好电影啦～催泪，感动
368  ,非常非常好！第一次觉得违法的犯人这么伟大！
369  ,很好看的电影。支持
370  ,一群长相歪瓜裂枣的人物，看到最后觉得一个比一个帅的魅力。这就是上层电影的功力！
371  ,"第一:带好纸巾
第二:不要笑太大声
第三:绝对是好剧，剧情合理紧凑，有逻辑
第四:给差评的要么是水军，要么是其他原因，不会是因为电影本身
第五:去万达用会员卡，比在网上买便宜一半多"
372  ,"这部电影我觉得很值得看。
反应了很多现在医药患者的真实状况，
是一部法理，情理，特别走心的一部电影，
前半部偏搞笑，后半部很感人，真正的好电影带有黑色幽默，特别真实，很值得看"
373  ,看了感动想哭。
374  ,看完以后好怕生病
375  ,很好看，有几个场面触动人心，看的热泪盈眶的
376  ,良心剧，值得看
377  ,太好看。
378  ,很有故事情节的一部电影，快乐与感动合二为一，值得推荐，凸显社会改革中人们利益的获得与博弈！
379  ,好片子！这种片子多一点
380  ,真的好看，虽然不是大阵仗，大制作，但是演员们演技真的没话可说，就俩字个字，牛逼
381  ,王传君，真的让我眼前一亮，努力终有收获。
382  ,有点意思，看的时候有些泪目。
383  ,真的现在就是存在天价药，癌症病人根本就看不起，希望以后中国真的能有“便宜药”治“麻烦病”
384  ,反正到最后我是哭了！
385  ,人性的思考，是国产电影最难触及的灵魂深处，不需要绚丽的特效，不需要满屏的鲜肉荷尔蒙，生活的真相原本就很迷人。。。
386  ,不得不说，这是个很好的作品，前面很搞笑、后面很励志。我怕我说太多会透剧，
