11   ,春节期间最大的一场烟花，是看你爸为你和地球点燃的宇宙爆炸，太朋克了。
12   ,1.从特效和技术上讲，这应该是迄今为止此类中国电影的巅峰了。磅礴恢宏，细节营造用心。2.故事层面比较糟糕，很好奇到底出于什么原因，造成几乎超过40%的台词都是后配的，而且对不上口型，明显是片子成型后彻底改词重配的。这严重影响故事质量。3.作为类型片，很多讲述方式有明显问题，比如人物特征不鲜明，交代不清楚，刘启变成“刘户口”，这种启字的拆解为什么不交代?李一一变成“李长条”留给谁去猜?4.很多地方增加众多根本无意义的插科打诨，自以为幽默但毫无笑点非常尴尬。5.这个全球化的项目中，中俄合作，稍稍出现一句法语，两句日语，美国只闪现一次国旗，美国的缺席，出于什么原因?好奇。6.科幻特效技术有了巨大进步，但技术这只是科幻电影的一部分。
13   ,4星，多一星鼓励。华语电影工业飞跃的节点，技术、剧本、精神内核，各方面都是全球尺度下顶级同行们的优秀学生水准。可贵之处就在于，作为先行者和新生代，能分辨什么是好的，应当学习的，并用十二分的力气把它们执行出来。比起科幻，我更看重和感动是它作为电影本身的意义，终于让我对华语电影有了一丝“总是往好里去”的希望。执拗、赤诚、勇敢、高贵——是的，甚至称得上高贵，负载着沉重的文化烙印，但依然元气淋漓，令人击节的少年。像那颗燃烧自己驱动前行的淡蓝色小球，向着茫茫宇宙，星辰大海，出发。
14   ,就在我已经彻底被国内影视技术限制了想象力，不相信中国能有真正意义的科幻电影时，流浪地球便对着我的心脏狠狠扎了一针强心剂，走出电影院都还恍若隔世，中国真的也有这样的电影了吗，真的不是在做梦吗。相信，这是一部定会写进中国影史、中国科幻影史、中国太空电影史、中国影视工业进程史的一部科幻杰作，庆幸能成为见证者。此刻我手中的那张电影票不再是一张观影入场券，更像是一次亲历奇迹的勋章。
15   ,"1. 煽情、尴尬与生硬并存
2.主要是2001太空漫游（致敬AI杀人太空戏）和罗兰.艾默里奇灾难类型的杂糅。如「后天」里宏观视角和家庭线小视角的结合，但处理太生硬。尤其地面这条线一开始就给这么多镜头叙事实在是缺乏矛盾内驱力。
3.剪辑问题不少：吴孟达坠落那里有谁看清了吗，还有俩兄妹坠落，之后就直接出现在球里了，事件线剪辑混乱，缺乏逻辑前后关联。
4，台词欠打磨，表演也尴尬，尤其刘启的生硬对冲，尬硬尬硬的，直逼李易峰在老炮儿里的演技。儿子表演全靠吼。
5. 大刘的想象力设定一流，很多人的赞美也都是冲着这个去的，但是恕我直言，这个导演没跟上，电影其他部分从剧作到配乐表演剪辑都不及格。现在显然鼓励太多——上一次还是大圣归来，从国产动漫到科幻，都是批评不得

客观就2.5，打了三星都有人来骂"
16   ,宏大又动人。为原著赋予了细腻的想象，整体气质比美式末日片都多了一份安静和真实，也有萦绕不去的悲伤。最戳心的当然还是《流浪地球》选择带着地球寻找新的星系，而不是开辟新的居住地，等冰有天化为水，子孙依然能看到北京、上海、贝加尔湖，这点可真是太乡愁了。看完念念不忘的并不是角色，而是电影带来的挥之不去的孤独感，望着头顶的太阳，真是又温暖又寒冷。
17   ,"在西安看完零点场，上座率好得惊人，观众素质极高，我隔壁的哥们（不认识）在电影结束的那一刻对着郭帆的名字大叫一声“牛逼！”
第三次看了，还是看哭了，我看到了一个未来，那就是《流浪地球》会成为星战那样延续几十年的经典系列，几十年后，我会在电影院看到地球抵达半人马座阿尔法星，也就是三体星系，冰融化成水，人类的孩子在贝加尔湖畔钓鱼。而我们这一代人垂垂老矣，在影院里默默流泪，更多的年轻人因此爱上科幻。"
18   ,一定会有人来较真儿，不过尔尔。但就是喜欢以及尊敬。人类有两只眼睛，既要关注当下，也要眺望远方。赶长路总得看得远些，多点夸父追日的浪漫，就能多点愚公移山的可能。【流浪地球】是个不断在两个坏的结果里做选择的故事，希望是唯一的标准。说是科幻元年，意味着一片荒芜百废待兴，而出发的决心和勇气，赢得的将不只是尊重，因为今天就是明天的昨天。最喜欢片尾的那段话，我们是个缺乏谈论普世价值基础的社会，但希望和勇气，总是可以也应该说的吧。
19   ,这片要是美国拍的可以给80分，中国拍的我给200分！你能想象在波士顿的IMAX电影院里坐满人，看完集体鼓掌的画面吗？燃，巨燃，全程无尿点，特效满分，剧情瑕不掩瑜。。豆瓣为什么不能打6星？⭐⭐⭐⭐⭐⭐
20   ,7分，当时看的时候，最大的感受就是，影片终于用一种好莱坞灾难片的模式，来处理这部电影，这使得最后的救援与牺牲，都有热血感。虽然从情节的细节、人设、台词等很多方面，还是有太多的遗憾。但是，它还是一个方向吧，这种大片，还是要尊重一些类型片基本情节规律的。另外，真正触到我的，还是那个2500年的漫长旅行，一场所有人都看不到结局的冒险，特别绝望与悲观，恰好也是我对宇宙的看法。
21   ,台词做作剧情薄弱没一个演员在线 无时无刻的尬笑走心台词还以为编剧是激素泛滥的中年少女 感觉看了一部战狼3 最后小女生用一篇激情澎湃的即兴小学生作文感动了全球救援队 中国梦实现了！
22   ,还能更土更儿戏一点吗？毫无思考仅靠煽动，毫无敬畏仅余妄想。好的科幻片应该首先承认人类的无知，并跳出人类的视角去看待人与宇宙的关系，而不是一头扎入狭隘的家庭纠纷与大国情怀中自作聪明自我感动。被吹到不行的特效如同导演抡圆了膀子朝观众脸上砸各种金银珠宝，闪到不行但全无美感。有人说作为中国第一部硬科幻电影，不要跟美国比，只想说这宣传攻势票房体量已经超越大多数好莱坞商业大片了，凭啥不能和人家比？所以评价《流浪地球》很简单，你把片中所有角色换成美国人，然后再想想自己愿意打几星。
23   ,战天斗地会是历史留给中国人的唯一思想遗产么
24   ,野心远远大于能力的作品。大刘小说打底，导演用影视化视觉实现了大部分想象，敢想敢做！远超预期，牛B，但也仅自于此了。故事一塌糊涂，世界观做的如此粗糙，叙事完全不讲逻辑，人物动机行为全都莫名其妙不能理解，台词在电影里算的上数一数二的烂，最恶心的是国人文化自豪情绪被名目张胆刺裸裸的利用成商业行为，明明稍微用点心思就可以更好一点，偏不！导演编剧仿佛在对你说，故事差不多得了，太深了他们看不懂，就是要俗气，直白，最要紧的是中国人要拯救地球，吴京要操翻世界联合政府，中国就爱看这个。中国人就只，配，看这样的科幻故事！对啊！看看这些评论，就只配看这样的科幻故事。白瞎了这样的制作！白瞎了中国人自己的硬科团队！
25   ,史诗感不是靠狂轰滥炸的煽情就可以做到的，这部电影的双线叙事做得太糙、太散、太自我陶醉了。最可怕的是，这依然是一个中国式寓言：长辈们大爱无言，前仆后继地自我牺牲；年轻人们任性叛逆、自以为是，又总能踏着祖辈的鲜血苟活下来。让人细思极恐的价值观。如果说中国科幻值得鼓励的话，及格已经是最好的鼓励了。
26   ,走出影厅时，我身后一位女生跟她的同伴说了三句话：“这部电影剧情很一般，网上打分高大概是因为特效吧。而且为什么搞这么多煽情啊。”我同意她的看法。本片让我感觉最不足之处，那就是人、人性、人类文明和人文关怀的统统缺失。我看不到芸芸众生的人，看不到七情六欲的人性，看不到色彩斑斓的人类文明，我只看到各种硬伤的科幻设定，只看到各种未必高明的高科技，只看到国产电影最高水准的特效。可是，没有了人，这一切都是苍白的。当《后天》里难民们在图书馆里争辩要不要烧尼采的书、想竭力保护西方文明之里程碑的谷腾堡圣经时，这样的细节会让人肃然起敬。高度文明不是苍白得只剩下高科技。即便在最危难的时刻，我们仍然会想起某些永恒的人类文化母题，它们的价值超越了小情小爱，也超越了家国情怀，恐怕它们才是人类命运共同体的真谛。【仙桃剧角】
27   ,这部电影只能证明我们的特效起步了，我们的科幻片还没有起步。
28   ,2.5；首先是宏大设定题材的胜利，木星的壮阔斑斓与荒原废土视效展现的工业制作水准有惊喜，让人仿佛窥见国产科幻的春天微光；不少模仿痕迹，“莫斯”堪称全知型的“哈尔”。然而缺点亦同样显露无疑，不谈科学原理的硬核度是否经打，我首先非常反感在号称「硬」科幻的影片里乱塞情感强煽，套路化的美式个人英雄在社会主义「高大全」特色美学旗帜下，显得尴尬无比；自以为是的幽默和废话连连的台词，经过尬演滤镜折射，以及全程满溢的配乐，愈发让人出戏。全片最神奇的还是混乱而粗暴的剪辑，很多关键场景被处理得莫名其妙不知所以，甚至出现情节的跳跃。
29   ,观影过程中的情绪很复杂，一方面感叹特效的用心和部分设定的精妙，另一方面又很讨厌导演极尽谄媚的逢迎和所谓的“接地气”，这可能是导演想要努力区别于国外科幻片的地方，但不是说加入像《海草舞》、穿秋裤这样的“魔幻中国”元素就能展现出中国特有的科幻感的，一切还是要回归到人性纽带上。在这一点上，影片中的几条亲情线就至关重要。其中最打动人的还真是吴孟达饰演的爷爷/姥爷这条线，以及隐线叙事的父女情和夫妻情。吴京才是影片的第一男主角，从头演到尾，而且大多数时间都是独角戏，难度很大，变成特别出演可能也是情非得已。多加一星鼓励，作为第一步，确实已经不错了。
30   ,125分钟重新定义了中国科幻，主创团队站在好莱坞的肩膀上完成了一个中国电影人从未完成的壮举。你可以在影片中看到《星际穿越》、《全球风暴》、《后天》、《世界末日》等一系列好莱坞顶级大片的影子，但是观看的时候你依然会非常明确地认定这是一部国产科幻大片应该具有的样子，没有山寨感，没有违和感。编剧对于大刘故事的全新演绎面面俱到，小到人物情感大到人类存亡都被演绎得让人信服，高潮部分更是贡献了极强的情感穿透力，燃度也是惊人。说实话，《流浪地球》作为国产科幻元年作品，起点真的太高了，心疼后面那些跃跃欲试的跟风者。PS：小粉红请不要赞这条，我不是你们盲目爱国的盟友！
31   ,“咔嚓一下震天响，来了战狼当球长。带领人类救地球，一场大火没咋地。”能有部特效还看得过去的硬科幻国产片是值得鼓励的，虽步履蹒跚但至少起步了。身为大刘十几年的读者，观影前又读了遍原著，文字的力量依旧让我感动。大刘不像很多中国科幻作家那样有强烈的中国中心观，而是站在全人类高度。但电影只是借用了小说设定，剧情已改编得面目全非，注入了原著不曾有丝毫的民族主义催化剂。映后吴京灵魂提问“月球背面的车是哪个国家造的？”全场高呼“中国！”观众激动表达高涨的爱国情绪与自豪感，让我惊愕不已。电影在台词节奏方面问题不少。吴京的角色设定似曾相识，他在太空翻滚对接高潮戏的配乐也很耳熟，仿佛穿越到五年前三刷《星际穿越》IMAX的那天，忍不住喊出那句经典台词：Come on TARS！
32   ,"不能因为它是首部本土科幻片就蒙蔽了双眼打高分，对吧。看完要说的仍然是中国电影工业还有很长的路要走。\\ 再说两句吧。库布里克时代拍科幻片就在处理哲学的基本命题了，他给的起点多高啊！我们没道理只逗留在通用表达上，处理人类的情感抒发。
林若宁给Eason的《月球上的人》这么写道「从未来观看 潜伏万年的野史记载 不理它小爱与大爱 人类太过渺小的最爱」这才是对宏大的宇宙观应有的共识。
这两年也就《降临》和《谷粒》达了标。"
33   ,充斥着模仿的痕迹，某些镜头直接地心引力同款，另外就是画质极渣的摄影以及播放卡顿。宏大主题配以乡土气十足的人设、情感以及地下小镇式场景，中段的冗长更是让人疲惫。倒是现象级的吴京带来现象级的吹捧狂潮惊到我了。
34   ,《流浪地球》，中国第一部真·硬科幻电影，确实硬起来了。将中国式亲情关系、故土情怀投射到宏大的末日构想中，比原著又升华一层，敬畏而感动。电影剧本、特效都很扎实，最后30分钟特别燃。2019年龙标001号作品，也是中国科幻大片迈出的第一步。郭帆这一代类型片起家的80后导演学习能力都很强，不断为市场带来新的惊喜。加油
35   ,这个设定本身带来的那种悲壮甚至一丝浪漫感全被各种毫无节制的煽情和空到不行的台词给毁了 ★★☆
36   ,新时代特色社会主义硬核科幻(科幻的核心在于探索发问，而不是去解释回答，这样的作品属于玄幻)
37   ,剧本的节奏处理的极其工整，灵魂黑夜到第三幕的高潮迭起层层堆叠。特效部分也很扎实，美术在好莱坞科幻美学上有很多本土的尝试。最后的太空战狼时刻也并不违和，春节元素也比红海更扣档期主题。希望中国科幻电影好起来。
38   ,求求编剧，人类都快失去地球了，生存才是最重要的。请别再bb这点家庭琐事和煽情烂梗。白瞎了刘慈欣原作的宏大主题。
39   ,"一分。画面分。
在一个烧石头都能做热核聚变的高科技时代，会搞不清楚发动机的工作条件导致集体熄火拉全人类去死？这是侮辱全人类工程技术人员和科学家的智商，被否定的方案能够实现，说明以前的预演就是放屁，如何把方案做得完美压根就不合格，可靠性，可行性是怎么验证的，此路不通也就没有别的补充方案了。科幻并不缺乏大场面的制作，虽然早已审美疲劳了，最大问题是脑残的剧情，它和你讲情怀和想象，我只能摇摇头。战狼京出现的违和感，让我有点想起当年芮成钢的名言“我代表亚洲”，除了画面科幻，就一意淫片。还有，并不是讲国内出了个能看的科幻片就必须鼓励大于批评给个五分。"
40   ,只能说前期宣传太强势导致期望过高，男一女一演技拖后腿，而且想说本人非常相当不喜欢绑架型宣传的电影，什么中国电影站起来了呀之类的，把期望宣传立意搞那么大，看了只会觉得有落差。不过吴京文戏表现意外不错。可惜被男主和妹妹一人拉低一星。
41   ,这回还真不是吴京的锅，而是整个团队的锅！前半段尴尬，后半段强行撩，导演这剪辑和节奏掌握的都赶上各种笔仙碟仙了，本以为特效会有亮眼的地方，但整个cg效果并不让人满意，与其说这电影是科幻电影，不如说是部人伦片，催泪部分说是为了让科幻片看着不生硬，哎哟我去，这一催，更尴尬了！演技担当也就达叔了！所以一星我真的给得尽力了！
42   ,优点和缺点都十分突出的电影。先说优点：算得上中国科幻电影的里程碑之作，尤其视觉效果非常出色。红色防护服和大型载货卡车的设计极其出彩，完全击中了我的审美，如果出周边玩具的话一定购买！再说缺点：场面足够宏大了，但有些空。个别台词太尬，个别演技掉线，个别煽情过头。而大刘原著里的那种悲悯，没有表现出来。简言之，流浪地球是一出无法回头的壮烈，一种不抱希望的绝望。苦涩的成分，原本应该大于燃烧的。
43   ,就真的，三分不能再多了。我很失望😞电影改编得面目全非。刘慈欣最精彩的是他的科幻的形吗，是吧，但除了他恢弘的宇宙想象外，更精彩的是对人性的洞悉和对社会形态的观察力。这些电影全都自我阉割，根本没打算要拍，即使自我降维打算拍成美式爆米花电影，却又连故事都讲不好，硬挤尴尬地笑点和煽情，人物全都莫名其妙的缺发动机。书中有侧面描写过为什么最终计划倾向于地球派而不是飞船派，电影连这一茬都不打算提，难道没看过原著的人不会困惑为什么要拖着个大地球满宇宙跑而不是靠飞船高效移居吗？连爆米花电影的水准都做不到，为刘慈欣不值，可别再想着拍三体了吧[微笑]最后居然还改成吴战狼的个人英雄主义，吐了，真的。
44   ,刘启韩朵朵，地球给你俩了，毁灭吧，赶紧的，累了。
45   ,不论从任何一种标准（科幻片的，华语片的，华语科幻片的）来看，都不能称得上是部合格影片。严重过度剪辑，这种典型2D动作片剪法用在这部空间结构比较复杂的3D科幻片上简直是胡闹。空间及动作表现极其不清，轴线纷乱，运送火石吴孟达死那一段，有人能看清发生什么事情了吗？经常错误地插入过紧的特写和过大的远景，在运动方向不一致，且无有效明暗对比的情况下，完全无法锚定观众注意力。全片仅有少量连续长镜头让人感觉空间清晰，但跨越数十万的公里的建构着实费力。每当镜头抽远，人语一成不变地延续，仿佛在看一部云淡风轻的青春片。说到底，这点视听手段完全无力处理刘慈欣的星系尺度超全知叙事。
46   ,剧作短板，特效完美，演员优秀，逻辑还是完全经不起推销。地球离太阳最后的距离还不得冻成一个冰球？一个女孩的中学获奖感言感动全人类，几个毛孩拯救地球，中国宇航员牺牲自我其他国家的都是休眠待毙，其实主题和战狼一模一样。原小说就是个体量不充沛的概念框架，改编影像困难。当然对整体工业水准有推进，什么时候能消除国别差异，关注个体，展露基本人性原生态，再搭配科幻质感，并且还能上映。
47   ,美国被隐去，俄罗斯陨落，日本韩国东南亚逃避无作为，依靠吴京的父权杠杆，子嗣撬动宇宙。
48   ,1.2058年的中学课堂与社会结构还停留在1988年，机械设计还停留在维多利亚的蒸汽齿轮阶段；2.请全世界自以为是的熊孩子都进监狱；3.心疼休眠中的其余精英宇航员，莫名其妙就成了一意孤行的陪葬；4.56种语言，大力出中国奇迹；5.让人类永远保持理智，确实是一件奢侈的事。
49   ,"木星都被你们地球人点燃了……
还要我说什么？？？
《流浪地球》挺硬，但序幕往后，越来越糙，人物情感和煽情模式太套路。中国能拍科幻片，中国是主场景也不违和。可强调中国心、以（过年）回家之类的观念灌输，实在吃不消。
举例其中几场戏：上海电梯救援和初中生演讲感动全世界，完全不知道在拍啥，实实在在瓦解掉了开头上地出城的高大上感。反复的亲人泪两行当然可以，但一直用，就有点无解——更像反复要在现实中国和银幕科幻的联系上耍聪明（这一切也可以被注释为第一次见到中国城市被毁灭云云）。一直来这套，实在对不上地球死了几十亿人的悲剧感和极度寒冷，说来说去，也只是一堆数字。记住，电影评价也得有洛希极限。"
50   ,看着挺无语的，对不起各位，对不起大刘，但我实在没法接受莫名其妙的煽情和我逻辑里没法解释的“小屁孩通过常识得到的奇迹比全球顶尖牛逼的科学家和超智能人工智能更牛逼”的爱国主义奇迹精神。对不起。
51   ,《星际穿越》我给了五星，《地心引力》《火星救援》我给了四星，按这个标准只能给三星。
52   ,人类中心主义真烦人啊
53   ,能拍科幻片了就是进步，虽然煽情尬得不行。
54   ,开年第一部灾难大片——灾难级的表演，灾难级的文本，灾难级的剪辑，灾难级的摄影。原著小而精的结构到了电影里变成了赶流程一样的儿戏，通篇的廉价煽情和自我感动。最后小女孩全球广播作文朗诵我甚至听到我爸重重的“啧”了一声。至于技术，「值得鼓励」和「好」是截然不同的两件事情。
55   ,想看科幻的，可以散了。想看父子冰释前嫌的，赶紧去吧。
56   ,对国产科幻片而言，算得难能可贵了。原著胜在宏大设想，电影胜在视觉特效，也改编得更好莱坞化，人物形象、对话和细节有待加强。虽是想像未来，但底色还是工业浪漫主义，许多场面说实话让我想到的是工矿和“铁人精神”，英雄气概则源自军人、市井痞气和中国人对“活下去”的坚持。虽然设想了一个超越国界的联合，但其实看不到真正意义上的“联合”，联合政府仍是单一权威，而别国的角色大体像是春晚上的少数民族。某些细节似不合理（发动机燃料竟是矿石，且用卡车远程运输），但最让我疑惑的是这个“流浪地球”构想像是匆忙上马的大政府乌托邦工程，耗资巨大还失败概率不低（如果不是两个中学生拯救，差点失败），它或许符合物理学，却似不合经济学——有这钱造1万座发动机，何不造飞船移民？
57   ,高度依赖文本的叙事，郭帆创造了一种全新的艺术形式……姑且称之为“视听小说”吧。叙事基本靠说，剧作节奏零碎且赶，看得出郭帆对某些观众智力的绝望，浅显直白到务求最智障的人都能看懂。郭帆讲故事的耐心近乎为零，放弃了引导而是一味强迫观众进入情绪。闭眼睛就是广播剧，睁眼睛就是奇观展示。配乐的滥用令人发指，三条音轨几乎铺满了整部电影。郭帆似乎并不在乎观众的听力健康，低重音滥用让人濒临崩溃。着重强调“灾难”的场景，却淡化了逻辑关系，对关键信息进行了模糊化处理。为了惨而惨，死亡在剧作层面目的性很明显，对操控观情绪的作用比对剧情的推动要大得多。经常为了戏剧性，彻底牺牲逻辑。郭帆对演员的指导堪称灾难，情绪建设基本上没有，全凭乱吼爆发出来。立意层面依旧是刘慈欣让人作呕的三观，在极端背景下论证那套反智反理性的东西。
58   ,少年离开地下避难所来到冰冻的地面冒险，男人离开熟悉的星球飞到未知的太空工作，地球离开膨胀的太阳系驶向茫茫的宇宙流浪。空间站搜集人类文明延续火种，地球人通过饱和救援传递火石。希望从不是教室外的模拟显示屏，眼镜里的虚假小电影，不是永昼里望梅，想米饭止渴，是我兑现诺言撞向木星与你相见。
59   ,暂未看原著，此评分仅针对电影呈现拍摄制作。评分绝大部分给画面特效。1、情节全靠台词和配音推动（刚才地震了！刚才二次地震了！杭州沦陷了！我们到印尼了！木星引力加大了！我们成功了！）2、插科打诨特别尴尬，一些人物个性莫名其妙（如呕吐的那段）3、煽情极多，好不容易情节走入正轨热血沸腾时就死个人，再嚎两下（此处放大回音混响音效），节奏感贼差 4、价值观混乱。一会要救地球（为了大义），一会要救家人（为了团聚），一会独自行动（违背规则），一会扬我国威（道德绑架），前段一直嚷着要回家（又不让地球末日团聚），最后再为了拯救一部分人牺牲所有人类遗产。反正我们爷俩想咋样，整个宇宙就得怎么来——这不是典型的巨婴心理么？强行反思的人工智能桥段，也无疾而终（再申——原著内容暂不知晓）。抱歉，白眼翻到烂。
60   ,很认同且期待中国早该出一部硬核的科幻大片。有大刘的基础，也有郭帆的实力，当然希望《流浪地球》不仅是一部有着震撼工业视效的电影，而且是一部无论在角色塑造、故事内核还是情感共鸣上都属上乘的作品。可惜，“说好要做彼此的天使”等台词以及隋凯等角色不合时宜的低廉笑料，包括抖音等广告的植入，展现了太多妥协与媚俗，明明该记得许多壮阔的天文奇景与末日气象，可脑中最挥之不去的竟然是广播腔的“亲人两行泪”？再加上一些表演的不足，情感的干涩，还是失望的。可对中国科幻片，仍会寄予希望，期盼国产科幻片的扛鼎之作，就在不远处。
61   ,科幻层面没有任何想象力可言，基本就是又让我看了一遍红海行动
62   ,我这里有一个快速的观影指南，这部电影好不好？可以类比一个事情：比如说华为手机好不好？华为手机市占率已经有公论，理性地说，华为手机很好，但不足以让我给华为的行为打五星。所以，这部电影就像另外一种华为的翻版，是建立在全球化合作基础上创造的中国制造。在某种底层价值观上，这部电影应该体现一种向全球化致敬的底色，而非电影里面数不清的“回家”。相反，在这部电影里面，中国人只是表面上和全世界通力合作(但实际上只是和俄国人搞起了团团伙伙)。电影唯一可取的地方，是具象化了星辰大海，只能期望更多的中国人在看过这部电影之后，开始有一种真正的“胸怀宇宙观”，有一种真正地意愿参与全球价值观建设，而非所谓的“一不干涉，三不输出”，表面上顶呱呱，背地里打哈哈。所以，从我个人价值观的角度，我仍然只能给一星。
63   ,"作为科幻迷来说，挺失望的，想打两星，充其量就是个好莱坞平庸水准的太空灾难片。完全没有预期中的超级震撼感，因为本片其实谈不上想象力，画面、情节很多都是经典/知名科幻片的移植，甚至没有自己的风格，纯粹就是一个砸钱的工业特效大片，看不到任何新东西，无法让你产生那种神秘宇宙探索的敬畏与致密吸引力，如果你是看过很多科幻片的科幻迷，你压根不会为任何一个画面或者情节感到激动甚至颤抖。
作为一名中国观众，就觉得还是可以给三星半吧，毕竟起码特效水平是上去了，在好莱坞面前起码不会显得太low。总体而言，这与我预期中的那种充满人文、科学智慧与审美的高级科幻片，还是差了十万八千里。再次感叹，库布里克是真的牛逼，老雷是多么值得跪拜，诺兰也真的是无可替代啊！"
64   ,拖着地球逃难的设定有种在看太空版“战狼”的感觉，但无论气质还是内核都够硬，硬气+硬核的国产科幻片，预算有限但特效很真。纪律、服从、牺牲精神，外国人可能又要说华语片自我高潮了，但谁说价值观只能是好莱坞那种？最大亮点：没人谈恋爱，因为谈了也没球用...
65   ,"电影上映恢复评星，特效三星算正常，但人物和台词就是蠢到尴尬，只要你不被所谓中国科幻大片的情结绑架，想象下要韩国人拍了这么一部绝对被喷成狗头，本片水平给三星非常公允，就是如果韩产三星最高如果国产三星最低的水平——前半段是一股熟悉的国产囧片味道，情节靠画外音推进，人物靠中二前进。后半段是一股熟悉的国际灾难大片味道。但后半段真不错，离结尾越近水平越好，人物纷纷活过来了，情节开始沿着陡峭的逻辑的轨道滑行飞向终点。。。ps, 在设定在几十年后的科幻电影里夹各种转瞬即逝的网络文化梗——从此不再只有好莱坞爆米花片那么浅薄，中国爆米花电影一旦有机会就青出于蓝。"
66   ,犬儒、鸡贼到让我愤怒，所以这次评价决定不再犬儒直接一星。觉得科幻的核心永远不是设定、技术。它首先是遵循电影调度逻辑的电影；然后是责任感，是设问和思考，是“终极体验”。技术只有契合在这两者身上才最有价值，最有“电影价值”乃至“科幻价值”。其余的都多少是扯蛋和自我标榜
